name;phe;icon
Erdnuss dragiert;1253;
Dragee-Schokoladenüberzug;245;
Kanditen;9;
Kanditen von Kernobst;9;
Birne kandiert;9;
Kanditen von Steinobst;9;
Aprikose kandiert;16;
Kirsche kandiert;9;
Cocktail-Kirsche;9;
Kanditen von Beerenobst;9;
Weintraube kandiert;9;
Mandel kandiert;423;
Kanditen von Wildfrüchten;9;
Kanditen von Südfrüchten;9;
Ananas kandiert;9;
Banane kandiert;19;
Feige kandiert;16;
Mango kandiert;11;
Kanditen von Zitrusfrüchten;14;
Zitrone kandiert;14;
Orange kandiert;13;
Ingwer kandiert;22;
Walnuss kandiert;247;
Fruchtmischung-Kanditen;12;
Halwa;98;
Krokant;142;
Sesam-Krokant;251;
Erdnuss-Krokant;313;
Haselnuss-Krokant;142;
Schokolade;433;
Haushaltsschokolade;266;
Haushaltsmilchschokolade;476;
Milchschokolade;433;
Milchschokolade Mokka;401;
Milchschokolade Crunch;455;
Milchschokolade Blätterkrokant;436;
Milchschokolade Mandel-Nougat;504;
Milchschokolade Nougat;423;
Milchschokolade Vollmilch-Nuss;442;
Vollmilchschokolade Crisp;351;
Vollmilchschokolade Trauben-Nuss;356;
Vollmilchschokolade;348;
Magermilchschokolade;447;
Vollmilchschokolade Nuss-Crisp;376;
Sahnemilchschokolade;301;
Sahnemilchschokolade Mokka;222;
Sahnemilchschokolade Vollmilch-Noisettecreme;221;
Sahnevollmilchschokolade;337;
Sahnevollmilchschokolade Crisp;341;
Sahnevollmilchschokolade Nougat-Crisp;338;
Zartbitterschokolade;435;
Zartbitterschokolade Crisp;422;
Bitterschokolade;664;
Bitterschokolade Crisp;610;
Bitterschokolade Trauben-Nuss;616;
Sahnebitterschokolade;571;
Schokolade weiß;226;
Schokolade weiß Crisp;250;
Knusperwaffel in Milchschokolade;397;
Schoko-Kuss;314;
Diabetikerschokolade;557;
Vollmilchschokolade für Diabetiker;557;
Schokoladenwaren milchfrei;249;
Schokoladenwaren Pralinen;85;
Pralinen;85;
Weinbrand-Kirsche;86;
Weinbrand-Bohne;82;
Sahnepralinen;337;
Rumkugeln;123;
Punschballen;83;
Schokoladenstreuselflocken;387;
Schokoladenüberzugsmassen;547;
Halbbitter-Kuvertüre;547;
Schokoladenverzierungen;210;
Eiskonfekt;227;
Knusper Flakes;377;
Kakaopulver;1208;
Kakaopulver schwach entölt;830;
Kakaopulver stark entölt;1166;
Kakaogetränkepulver;259;
Kakaogetränkepulver löslich;259;
Instant-Malzgetränk (Pulver);294;
Schokoladenpulver;387;
Kakaobohne/-masse;1208;
Schokoladencreme;210;
Müsli-Riegel;400;
Diabetikersüßspeisen;176;
Fische roh;812;
Wal roh Fleisch;1075;
Tintenfisch (Octopus sp.) Fleisch roh;644;
Tintenfisch (Octopus sp.) Fleisch frittiert (zubereitet ohne Fett);747;
Schillerlocke;1045;
Dornhai roh;504;
Aal roh Fischzuschnitt;730;
Aal amerikanisch roh;636;
Dorschleber roh;204;
Dorschleber Konserve in Öl;133;
Hecht roh Fischzuschnitt;694;
Hornhecht roh;810;
Pfeilhecht;796;
Pfeilhecht roh;796;
Flusshecht roh  - Esox lucius;820;
Seeteufel roh;596;
Fischrogen roh;1019;
Heringsrogen;1019;
Heringsrogen roh;1040;
Kabeljaurogen;893;
Kabeljaurogen roh;893;
Lachsrogen;1008;
Lachsrogen roh;1008;
Heringsfische Makrelen Thunfische;847;
Hering roh Fischzuschnitt;750;
Hering frittiert (zubereitet ohne Fett) Fischzuschnitt;721;
Matjes roh Fischzuschnitt;674;
Sardelle (Anchovis);846;
Sardelle roh;846;
Sardine roh Fischzuschnitt;910;
Sprotte;703;
Sprotte roh;703;
Makrele roh Fischzuschnitt;840;
Sardinelle roh;808;
Sardinops;808;
Sardinops roh;808;
Maifisch;800;
Maifisch roh;800;
Schildmakrele;664;
Schildmakrele roh;730;
Pelamiden roh;769;
Thunfisch roh Fischzuschnitt;1050;
Weißer Thun (Albacore);769;
Weißer Thun roh;769;
Roter Thun;835;
Roter Thun roh;835;
Gelbflossenthun;837;
Gelbflossenthun roh;837;
Makrele spanisch roh;691;
Dorschartige Fische roh;700;
Brosme roh Fischzuschnitt;692;
Leng roh Fischzuschnitt;1000;
Kabeljau roh Fischzuschnitt;840;
Kabeljau frittiert (zubereitet ohne Fett) Fischzuschnitt;844;
Schellfisch roh Fischzuschnitt;790;
Schellfisch frittiert (zubereitet ohne Fett) Fischzuschnitt;792;
Seelachs (Köhler) roh Fischzuschnitt;790;
Seelachs (Köhler) frittiert (zubereitet ohne Fett) Fischzuschnitt;941;
Wittling roh;680;
Seehecht roh Fischzuschnitt;650;
Pollack (Köhler);668;
Pollack roh;668;
Pollack frittiert (zubereitet ohne Fett);777;
Plattfische roh;668;
Steinbutt roh Fischzuschnitt;668;
Scholle roh Fischzuschnitt;730;
Scholle frittiert (zubereitet ohne Fett) Fischzuschnitt;728;
Heilbutt roh Fischzuschnitt;680;
Schwarzer Heilbutt;528;
Schwarzer Heilbutt roh;528;
Seezunge roh Fischzuschnitt;760;
Flunder roh Fischzuschnitt;700;
Rotzunge roh Fischzuschnitt;620;
Doggerscharbe roh;720;
Lachsfische roh;696;
Stint roh Fischzuschnitt;696;
Süßwasser-Stint roh Fischzuschnitt;696;
Bachsaibling;768;
Bachsaibling roh;768;
Renke roh Fischzuschnitt;712;
Lachs (Salm);847;
Lachs (Salm) frittiert (zubereitet ohne Fett);956;
Lachs roh;800;
Buckellachs;798;
Buckellachs roh;798;
Goldlachs roh Fischzuschnitt;798;
Weißlachs;796;
Weißlachs roh;796;
Königslachs (Quinnat);802;
Königslachs roh;802;
Lachs pazifisch;802;
Lachs pazifisch roh;802;
Forelle roh Fischzuschnitt;802;
Regenbogenforelle;802;
Regenbogenforelle roh;920;
Seeforelle;822;
Seeforelle roh;822;
Meerforelle;800;
Meerforelle roh;800;
Karpfenartige Fische;772;
Karpfen roh Fischzuschnitt;890;
Karpfen frittiert (zubereitet ohne Fett) Fischzuschnitt;904;
Karausche roh Fischzuschnitt;664;
Wels roh Fischzuschnitt;612;
Pangasius roh Fischzuschnitt;620;
Schleie roh Fischzuschnitt;708;
Barschartige Fische roh;818;
Barsch roh Fischzuschnitt;860;
Zander roh Fischzuschnitt;720;
Zander frittiert (zubereitet ohne Fett) Fischzuschnitt;863;
Katfisch roh Fischzuschnitt;710;
Schwertfisch;776;
Schwertfisch roh;776;
Rotbarsch roh Fischzuschnitt;840;
Schafskopfbrasse;824;
Schafskopfbrasse roh;824;
Meeräsche;755;
Meeräsche roh;860;
Krebstiere (Krustentiere) roh;744;
Krebstiere (Krustentiere) Konserve;744;
Flusskrebs roh;820;
Languste (Spiny/Rocklobster);667;
Languste roh;740;
Languste frittiert (zubereitet ohne Fett);763;
Hummer roh;670;
Krabben;744;
Krabben roh;744;
Krabbe klein roh;744;
Krabbe klein frittiert (zubereitet ohne Fett);849;
Garnele roh;880;
Garnele frittiert (zubereitet ohne Fett);865;
Auster roh;420;
Klaffmuschel roh;420;
Miesmuschel roh;410;
Pilgermuschel roh;624;
Jacobsmuschel;444;
Jacobsmuschel roh;444;
Venusmuschel;444;
Venusmuschel roh;444;
Bückling;850;
Anchosen;521;
Anchovis;521;
Heringsfilet Matjesart;631;
Meeresfrüchte in Öl;457;
Thunfisch Konserve in Tomatensoße;735;
Thunfisch Konserve in Dillrahmcreme;553;
Krabbe klein Konserve in Dillrahmcreme;463;
Garnele roh mariniert;690;
Sardine Konserve in Tomatensoße;633;
Sardelle roh mariniert;768;
Thunfisch roh mariniert;824;
Marinaden;458;
Karpfen roh mariniert;701;
Heringsfilet in Dillrahmcreme Konserve;408;
Heringsfilet in Kräuterbuttercreme Konserve;439;
Heringsfilet in Sahne-Meerrettichcreme Konserve;383;
Heringsfilet in Senfcreme Konserve;399;
Heringsfilet in Tomatencreme Konserve;398;
Heringsfilet in spezieller Senfsoße Konserve;388;
Heringsfilet in Tomatensoße Konserve;526;
Hering roh mariniert Fischzuschnitt;588;
Lachs Konserve in Tomatensoße;686;
Lachs Konserve in Dillrahmcreme;520;
Lachs roh mariniert Fischzuschnitt;768;
Seelachs (Köhler) roh mariniert Fischzuschnitt;737;
Barsch roh mariniert Fischzuschnitt;681;
Krabbe klein roh mariniert;676;
Bratfischwaren;458;
Bratschellfisch;552;
Bratsardine;631;
Makrele Konserve in Tomatensoße;662;
Miesmuschel Konserve in Tomatensoße;360;
Makrele Konserve in Dillrahmcreme;452;
Makrele roh mariniert;658;
Krebstiere (Krustentiere) mariniert;676;
Pasteten Kaviar;907;
Sardellenpaste;647;
Kaviar echt;1060;
Kaviarersatz;560;
Kaviar Präserve;1041;
Kaviar Konserve;1041;
Krebstiererzeugnisse;584;
Muscheltiererzeugnisse;344;
Surimi (Krebsfleischimitat) roh;310;
Fertiggerichte auf Fischbasis;628;
Tiefkühlfisch paniert;502;
Karpfen roh im Ausbackteig;673;
Karpfen roh im Ausbackteig frittiert (zubereitet ohne Fett);752;
Garnele roh paniert;577;
Fisch-Konservensuppen;334;
Marseiller Fischsuppe (Bouillabaisse) Konserve;334;
Garnelensuppe Konserve;660;
Garnelencremesuppe Konserve;614;
Ragout fin aus Fischfleisch Konserve;394;
Fleisch roh;847;
Fleisch-Extrakt;2368;
Rind Hackfleisch roh;847;
Frikadelle aus Rindfleisch roh;714;
Schwein Hackfleisch roh;980;
Frikadelle aus Schweinefleisch roh;618;
Kalb Hackfleisch roh;814;
Schwein/Rind Hackfleisch roh;752;
Rind/Schwein Hackfleisch roh;784;
Rind/Schwein Hackfleisch frittiert (zubereitet ohne Fett);793;
Frikadelle aus Rind und Schwein roh;662;
Hackfleischerzeugnisse roh;622;
Hacksteak;622;
Hacksteak roh;622;
Brät;448;
Brät roh;448;
Kalbskäsebrät;458;
Kalbskäsebrät roh;458;
Tatar (Schabefleisch) roh;920;
Leberhack (Rinderleber) roh;984;
Rind Fleisch roh;804;
Rind Fleisch Konserve;764;
Rind Fleisch mittelfett (mf);804;
Rind Fleisch fett (fe) roh;775;
Rind Fleisch vom Knochen roh;908;
Rind Ochsenschwanz roh;895;
Rind Filet roh;864;
Rind Filet (ma) roh;864;
Rind Kotelett roh;778;
Rind Kotelett (ma) roh;916;
Rind Kotelett mittelfett (mf);778;
Rind Kotelett (mf) roh;778;
Rind Steak roh;898;
Rind Steak (ma) roh;916;
Rind Steak mittelfett (mf) roh;898;
Rind Steak (mf) roh;898;
Rind Schnitzel roh;862;
Rind Schnitzel (ma) roh;862;
Rind Schnitzel mittelfett (mf) roh;836;
Rind Schnitzel (mf) roh;836;
Rind Schnitzel (mf) Konserve;764;
Rind Gulasch roh;829;
Rind Gulasch (ma) roh;829;
Rind Gulasch mittelfett (mf) roh;804;
Rind Gulasch (mf) roh;804;
Rind Gulasch fett (fe) roh;775;
Rind Gulasch (fe) roh;775;
Rind Roulade roh;862;
Rind Roulade (ma) roh;862;
Rind Roulade mittelfett (mf) roh;836;
Rind Roulade (mf) roh;836;
Rind Bratenfleisch roh;829;
Rind Bratenfleisch (ma) roh;829;
Rind Bratenfleisch mittelfett (mf) roh;804;
Rind Bratenfleisch (mf) roh;804;
Rind Bratenfleisch (mf) mariniert;776;
Rind Bratenfleisch fett (fe) roh;775;
Rind Bratenfleisch (fe) roh;775;
Rind Kochfleisch roh;812;
Rind Kochfleisch (ma) roh;852;
Rind Kochfleisch mittelfett (mf) roh;812;
Rind Kochfleisch (mf) roh;812;
Rind Kochfleisch fett (fe) roh;778;
Rind Kochfleisch (fe) roh;778;
Rind Fleischschnitte roh;879;
Rind Muskelfleisch roh;1060;
Rind grob entsehntes Fleisch (Verarbeitungsmaterial RII) roh;857;
Rind Mark roh;63;
Rind Fett (Talg) roh;34;
Rind Fett roh;34;
Rind Flotzmaul roh;837;
Rind Fußhaut roh;837;
Rind Blut roh;1022;
Rind Blut flüssig roh;1440;
Rind Blut Plasma roh;1022;
Rind Filet (Lende);864;
Rind Filet (Lende) roh;864;
Rind Filet (Lende) (ma) roh;1000;
Rind Filetsteak;864;
Rind Filetsteak roh;864;
Rind Rücken (Roastbeef);916;
Rind Rücken (Roastbeef) roh;916;
Rind Rücken (Roastbeef) (ma) roh;1060;
Rind Rücken (Roastbeef) mittelfett und fett (mf und fe);876;
Rind Rücken (Roastbeef) (mf und fe) roh;876;
Rind Nacken (Kamm);778;
Rind Nacken (Kamm) roh;778;
Rind Nacken (Kamm) (ma) roh;910;
Rind Nacken (Kamm) mittelfett (mf) roh;778;
Rind Nacken (Kamm) (mf) roh;778;
Rind Fehlrippe roh;898;
Rind Hochrippe roh;970;
Rind Bauch (Dünnung) roh;717;
Rind Knochendünnung;717;
Rind Knochendünnung roh;717;
Rind Fleischdünnung roh;736;
Rind Brust (Spannrippe);707;
Rind Brust (Spannrippe) roh;707;
Rind Brust (Spannrippe) fett (fe) roh;707;
Rind Brust (Spannrippe) (fe) roh;707;
Rind Brustkern roh;870;
Rind Schulter (Bug);829;
Rind Schulter (Bug) roh;829;
Rind Schulter (Bug) (ma) roh;960;
Rind Schulter (Bug) mittelfett (mf) roh;804;
Rind Schulter (Bug) (mf) roh;804;
Rind Schulter (Bug) fett (fe) roh;775;
Rind Schulter (Bug) (fe) roh;775;
Rind Vorderhesse;928;
Rind Vorderhesse roh;928;
Rind Vorderhesse (ma) roh;928;
Rind Keule;862;
Rind Keule roh;862;
Rind Keule (ma) roh;862;
Rind Keule mittelfett (mf) roh;836;
Rind Keule (mf) roh;836;
Rind Blume roh;897;
Rind Oberschale roh;990;
Rind Hinterhesse (ma) roh;928;
Rind Hinterhesse mittelfett (mf) roh;881;
Rind Hinterhesse (mf) roh;881;
Kalb Fleisch roh;806;
Kalb Fleisch Konserven;608;
Kalb Fleisch (ma) roh;887;
Kalb Fleisch mittelfett (mf) roh;806;
Kalb Fleisch (mf) roh;806;
Kalb Fleisch fett (fe) roh;762;
Kalb Fleisch (fe) roh;762;
Kalb Fleisch Knochen roh;908;
Kalb Fleischfett roh;252;
Kalb Fleisch Kopf roh;769;
Kalb Filet;848;
Kalb Filet roh;848;
Kalb Filet (ma) roh;848;
Kalb Kotelett;798;
Kalb Kotelett roh;798;
Kalb Kotelett mittelfett (mf) roh;798;
Kalb Kotelett (mf) roh;798;
Kalb Steak;874;
Kalb Steak roh;874;
Kalb Steak (ma) roh;874;
Kalb Steak mittelfett (mf) roh;798;
Kalb Steak (mf) roh;798;
Kalb Schnitzel;884;
Kalb Schnitzel roh;884;
Kalb Schnitzel (ma) roh;890;
Kalb Schnitzel mittelfett (mf) roh;884;
Kalb Schnitzel (mf) roh;884;
Kalb Gulasch;806;
Kalb Gulasch roh;806;
Kalb Gulasch mittelfett (mf) roh;806;
Kalb Gulasch (mf) roh;806;
Kalb Roulade;890;
Kalb Roulade roh;890;
Kalb Roulade (ma) roh;890;
Kalb Roulade mittelfett (mf) roh;884;
Kalb Roulade (mf) roh;884;
Kalb Bratenfleisch;887;
Kalb Bratenfleisch roh;887;
Kalb Bratenfleisch (ma) roh;887;
Kalb Bratenfleisch mittelfett (mf) roh;806;
Kalb Bratenfleisch (mf) roh;806;
Kalb Bratenfleisch fett (fe) roh;762;
Kalb Bratenfleisch (fe) roh;762;
Kalb Kochfleisch roh;769;
Kalb Kochfleisch mittelfett (mf) roh;769;
Kalb Kochfleisch (mf) roh;769;
Kalb Kochfleisch fett (fe) roh;722;
Kalb Kochfleisch (fe) roh;722;
Kalb Fleischschnitte roh;851;
Kalb Muskelfleisch roh;1020;
Kalb grob entsehntes Fleisch (Verarbeitungsmaterial KaII) roh;814;
Kalb grob entsehntes Fleisch roh (Verarbeitungsmaterial KaII) roh;814;
Kalb Filet (Lende);848;
Kalb Filet (Lende) roh;848;
Kalb Filet (Lende) (ma) roh;840;
Kalb Filet (Lende) mittelfett (mf) roh;790;
Kalb Filet (Lende) (mf) roh;790;
Kalb Rücken (Kotelett);874;
Kalb Rücken (Kotelett) roh;874;
Kalb Rücken (Kotelett) (ma) roh;874;
Kalb Rücken (Kotelett) mittelfett (mf) roh;798;
Kalb Rücken (Kotelett) (mf) roh;798;
Kalb Nacken (Kamm);866;
Kalb Nacken (Kamm) roh;866;
Kalb Nacken (Kamm) (ma) roh;857;
Kalb Nacken (Kamm) mittelfett (mf) roh;866;
Kalb Nacken (Kamm) (mf) roh;820;
Kalb Bauch (Dünnung) roh;722;
Kalb Bauch (Dünnung) mittelfett (mf) roh;722;
Kalb Bauch (Dünnung) (mf) roh;722;
Kalb Bauch (Dünnung) fett (fe) roh;687;
Kalb Bauch (Dünnung) (fe) roh;687;
Kalb Brust (Spannrippe);769;
Kalb Brust (Spannrippe) roh;769;
Kalb Brust (Spannrippe) mittelfett (mf) roh;769;
Kalb Brust (Spannrippe) (mf) roh;769;
Kalb Brust (Spannrippe) fett (fe) roh;722;
Kalb Brust (Spannrippe) (fe) roh;722;
Kalb Schulter (Bug);887;
Kalb Schulter (Bug) roh;887;
Kalb Schulter (Bug) (ma) roh;887;
Kalb Schulter (Bug) mittelfett (mf) roh;806;
Kalb Schulter (Bug) (mf) roh;806;
Kalb Schulter (Bug) fett (fe) roh;762;
Kalb Schulter (Bug) (fe) roh;762;
Kalb Vorderhaxe;824;
Kalb Vorderhaxe roh;824;
Kalb Vorderhaxe (ma) roh;824;
Kalb Vorderhaxe mittelfett (mf) roh;839;
Kalb Vorderhaxe (mf) roh;839;
Kalb Keule;890;
Kalb Keule roh;890;
Kalb Keule mittelfett (mf) roh;884;
Kalb Keule (mf) roh;890;
Kalb Schwanz-/Nussstück roh;890;
Kalb Hinterhaxe roh;824;
Kalb Hinterhaxe (ma) roh;824;
Schwein Fleisch roh;669;
Schwein Konserven;670;
Schwein Fleisch mittelfett (mf) roh;654;
Schwein Fleisch fett (fe) roh;738;
Schwein Fleisch vom Knochen;848;
Schwein Fleisch vom Knochen roh;848;
Schwein Fleisch Kopf roh;644;
Schwein Fleisch Backe roh;644;
Schwein Fleisch Maske roh;644;
Schwein Filet;849;
Schwein Filet roh;849;
Schwein Filet (ma) roh;849;
Schwein Kotelett;830;
Schwein Kotelett roh;830;
Schwein Kotelett (ma) roh;830;
Schwein Kotelett mittelfett (mf) roh;789;
Schwein Kotelett (mf) roh;789;
Schwein Steak;830;
Schwein Steak roh;830;
Schwein Steak (ma) roh;830;
Schwein Steak mittelfett (mf) roh;789;
Schwein Steak (mf) roh;789;
Schwein Schnitzel;867;
Schwein Schnitzel roh;867;
Schwein Schnitzel (ma) roh;990;
Schwein Schnitzel mittelfett (mf) roh;883;
Schwein Schnitzel (mf) roh;883;
Schwein Gulasch;669;
Schwein Gulasch roh;669;
Schwein Gulasch (ma) roh;669;
Schwein Gulasch mittelfett (mf) roh;654;
Schwein Gulasch (mf) roh;654;
Schwein Gulasch fett (fe) roh;645;
Schwein Gulasch (fe) roh;645;
Schwein Roulade;883;
Schwein Roulade roh;883;
Schwein Roulade (ma) roh;883;
Schwein Roulade mittelfett (mf) roh;869;
Schwein Roulade (mf) roh;869;
Schwein Bratenfleisch;669;
Schwein Bratenfleisch roh;669;
Schwein Bratenfleisch mittelfett (mf) roh;654;
Schwein Bratenfleisch (mf) roh;654;
Schwein Bratenfleisch fett (fe) roh;645;
Schwein Bratenfleisch (fe) roh;645;
Schwein Kochfleisch roh;645;
Schwein Kochfleisch Konserve;670;
Schwein Kochfleisch mittelfett (mf) roh;645;
Schwein Kochfleisch (mf) roh;645;
Schwein Kochfleisch fett (fe) roh;590;
Schwein Kochfleisch (fe) roh;590;
Schwein Spitzbein roh;590;
Schwein Haxe (Eisbein) roh;848;
Schwein Haxe (Eisbein) mittelfett (mf) roh;848;
Schwein Haxe (Eisbein) (mf) roh;848;
Schwein Haxe (Eisbein) fett (fe) roh;794;
Schwein Haxe (Eisbein) (fe) roh;794;
Schwein Fleischschnitte;848;
Schwein Muskelfleisch;980;
Schwein grob entsehntes Fleisch (Verarbeitungsmaterial SIII) roh;769;
Schwein Flomen (Bauchfett) roh;121;
Schwein Bauchspeck roh;121;
Schwein Rückenspeck roh;171;
Schwein Wamme roh;442;
Schwein Fett roh;4;
Schwein Kesselfett roh;4;
Schwein Schwartenzug roh;1250;
Schwein Schwarte roh;1250;
Schwein Blut roh;1049;
Schwein Blut Flüssig roh;1049;
Schwein Lende;849;
Schwein Lende roh;849;
Schwein Lende (ma) roh;980;
Schwein Lende mittelfett (mf) roh;780;
Schwein Lende (mf) roh;780;
Schwein Rücken (Kotelett);830;
Schwein Rücken (Kotelett) roh;830;
Schwein Rücken (Kotelett) (ma) roh;960;
Schwein Rücken (Kotelett) mittelfett (mf) roh;789;
Schwein Rücken (Kotelett) (mf) roh;789;
Schwein Rücken (Kotelett) (ma) paniert;706;
Schwein Nacken (Kamm);702;
Schwein Nacken (Kamm) roh;702;
Schwein Nacken (Kamm) (ma) roh;810;
Schwein Nacken (Kamm) mittelfett (mf) roh;756;
Schwein Nacken (Kamm) (mf) roh;756;
Schwein Nacken (Kamm) (fe);738;
Schwein Nacken (Kamm) (fe) roh;738;
Schwein Bauch;671;
Schwein Bauch roh;671;
Schwein Bauch (ma) paniert;612;
Schwein Bauch (ma) roh;790;
Schwein Bauch mittelfett (mf) roh;604;
Schwein Bauch (mf) roh;604;
Schwein Bauch (mf) mariniert;584;
Schwein Bauch fett (fe) roh;528;
Schwein Bauch (fe) roh;528;
Schwein Brust (Brustspitze);645;
Schwein Brust (Brustspitze) roh;645;
Schwein Brust (Brustspitze) mittelfett (mf) roh;645;
Schwein Brust (Brustspitze) (mf) roh;645;
Schwein Brust (Brustspitze) fett (fe) roh;590;
Schwein Brust (Brustspitze) (fe) roh;590;
Schwein Schulter (Bug);669;
Schwein Schulter (Bug) roh;669;
Schwein Schulter (Bug) (ma) roh;780;
Schwein Schulter (Bug) mittelfett (mf) roh;654;
Schwein Schulter (Bug) (mf) roh;654;
Schwein Schulter (Bug) fett (fe) roh;645;
Schwein Schulter (Bug) (fe) roh;645;
Schwein Vorderhaxe (Eisbein);848;
Schwein Vorderhaxe (Eisbein) roh;848;
Schwein Vorderhaxe (Eisbein) (ma) roh;883;
Schwein Vorderhaxe (Eisbein) mittelfett (mf) roh;848;
Schwein Vorderhaxe (Eisbein) (mf) roh;848;
Schwein Vorderhaxe (Eisbein) fett (fe) roh;794;
Schwein Vorderhaxe (Eisbein) (fe) roh;794;
Schwein Keule (Schinken);883;
Schwein Keule (Schinken) roh;883;
Schwein Keule (Schinken) (ma) roh;883;
Schwein Keule (Schinken) mittelfett (mf) roh;869;
Schwein Keule (Schinken) (mf) roh;869;
Schwein Keule (Schinken) fett (fe) roh;862;
Schwein Keule (Schinken) (fe) roh;862;
Schwein Oberschale;867;
Schwein Hinterhaxe (Eisbein);727;
Schwein Hinterhaxe (Eisbein) roh;727;
Schwein Hinterhaxe (Eisbein) (ma) roh;869;
Schwein Hinterhaxe (Eisbein) mittelfett (mf) roh;727;
Schwein Hinterhaxe (Eisbein) (mf) roh;840;
Schwein Hinterhaxe (Eisbein) fett (fe) roh;795;
Schwein Hinterhaxe (Eisbein) (fe) roh;795;
Schwein Spitzbein (vorn) roh;590;
Schaf Fleisch roh;679;
Schaf Fleisch Konserve;896;
Schaf Fleisch mittelfett (mf) roh;679;
Schaf Fleisch fett (fe) roh;656;
Schaf Fleisch vom Knochen roh;823;
Schaf Fleischfett roh;218;
Schaf Filet;807;
Schaf Filet roh;807;
Schaf Filet (ma) roh;807;
Schaf Kotelett;724;
Schaf Kotelett roh;724;
Schaf Kotelett (ma) roh;737;
Schaf Kotelett mittelfett (mf) roh;724;
Schaf Kotelett (mf) roh;724;
Schaf Kotelett (mf) mariniert;699;
Schaf Kotelett (ma) mariniert;711;
Hammel Kotelett roh;670;
Lamm Kotelett roh;733;
Schaf Steak;737;
Schaf Steak roh;737;
Schaf Steak (ma) roh;737;
Schaf Steak (mf) roh;724;
Schaf Schnitzel roh;735;
Schaf Schnitzel (ma) roh;814;
Schaf Schnitzel (mf) roh;735;
Schaf Gulasch (ma) roh;774;
Schaf Gulasch mittelfett (mf) roh;679;
Schaf Gulasch (mf) roh;679;
Schaf Gulasch (fe) roh;656;
Schaf Roulade roh;735;
Schaf Roulade (ma) roh;814;
Schaf Roulade (mf) roh;735;
Schaf Bratenfleisch (ma) roh;774;
Schaf Bratenfleisch (mf) roh;679;
Schaf Bratenfleisch (fe) roh;656;
Schaf Kochfleisch (ma) roh;679;
Schaf Kochfleisch (mf) roh;656;
Schaf Kochfleisch (fe) roh;575;
Schaf Muskelfleisch roh;823;
Schaf grob entsehntes Fleisch roh;744;
Hammel Muskelfleisch roh;920;
Lamm Muskelfleisch roh;820;
Schaf Lende (Filet) (ma) roh;807;
Schaf Lende (Filet) (mf) roh;742;
Schaf Lende (Filet) (fe) roh;701;
Hammel Lende (Filet) roh;840;
Lamm Nuss roh;792;
Schaf Rücken (Kotelett) (ma) roh;737;
Schaf Rücken (Kotelett) mittelfett (mf) roh;724;
Schaf Rücken (Kotelett) (mf) roh;724;
Schaf Rücken (Kotelett) (fe) roh;612;
Schaf Nacken (Hals Kamm) (ma) roh;772;
Schaf Nacken (Hals Kamm) mittelfett (mf) roh;711;
Schaf Nacken (Hals Kamm) (mf) roh;711;
Lamm Nacken (Hals Kamm) roh;736;
Schaf Bauch (Dünnung) (mf) roh;705;
Schaf Bauch (Dünnung) (fe) roh;654;
Schaf Brust mittelfett (mf) roh;791;
Schaf Brust (mf) roh;791;
Schaf Brust (fe) roh;575;
Hammel Brust roh;540;
Lamm Brust roh;645;
Schaf Schulter (Bug) (ma) roh;774;
Schaf Schulter (Bug) mittelfett (mf) roh;679;
Schaf Schulter (Bug) (mf) roh;679;
Schaf Schulter (Bug) fett (fe) roh;656;
Schaf Schulter (Bug) (fe) roh;656;
Hammel Schulter (Bug) roh;710;
Lamm Schulter ohne Knochen roh;784;
Schaf Vorderhaxe (ma) roh;834;
Schaf Vorderhaxe mittelfett (mf) roh;749;
Schaf Vorderhaxe (mf) roh;749;
Schaf Keule (ma) roh;814;
Schaf Keule mittelfett (mf);735;
Schaf Keule mittelfett (mf) roh;735;
Schaf Keule fett (fe) roh;709;
Schaf Keule (fe) roh;709;
Schaf Keule (ma) mariniert;785;
Hammel Keule roh;810;
Schaf Hinterhaxe roh;749;
Schaf Hinterhaxe (ma) roh;834;
Schaf Hinterhaxe mittelfett (mf) roh;749;
Schaf Hinterhaxe (mf) roh;749;
Schwein/Rind Hackfleisch Konserve;752;
Rindergulasch Konserve;634;
Rinderroulade Konserve;567;
Corned Beef deutsch Konserve;952;
Schwäbisches Voressen Konserve;469;
Pichelsteiner Konserve;380;
Kalbsbraten Konserve;632;
Kalbsfrikassee Konserve;635;
Ragout Fin Konserve;608;
Königsberger Klopse Konserve;347;
Ragout fin aus Kalbsfleisch Konserve;616;
Schweinebraten Konserve;574;
Corned Pork Konserve;424;
Cordon bleu paniert frittiert (zubereitet ohne Fett);799;
Corned Mutton Konserve;896;
Ochsenschwanzsuppe klar Trockenprodukt;598;
Kalbfleischsuppe Trockenprodukt;591;
Gulaschsuppe Konserve;430;
Suppenfond Konserve;75;
Markklößchen Konserve;410;
Fleischbrühe Konserve;75;
Bratensoße dunkel Konserve;142;
Meerrettichsoße Konserve;125;
Sauce Hollandaise Konserve;207;
Frösche roh;683;
Froschschenkel Fleisch roh;683;
Schildkröten Fleisch roh;729;
Schnecken roh;422;
Pferd Fleisch;732;
Pferd Fleisch (ma) roh;732;
Pferd Fleisch (mf) roh;720;
Pferd Fleisch (fe) roh;732;
Ziege Fleisch roh;812;
Ziege Fleisch (ma) roh;899;
Ziege Fleisch (mf) roh;812;
Ziege Fleisch (fe) roh;812;
Hauskaninchen Fleisch roh;786;
Hauskaninchen Fleisch (ma) roh;908;
